City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,nadi,-17.8,177.4167,293.15,88,40,3.09,FJ,1691429989
361,punta del este,-34.9667,-54.95,284.21,65,40,7.2,UY,1691429990
362,boyolangu,-8.1181,111.8935,294.81,95,62,1.58,ID,1691429990
363,mount pearl,47.5166,-52.7813,289.73,93,100,9.26,CA,1691429991
364,nova sintra,14.8667,-24.7167,295.41,77,89,6.87,CV,1691429991
365,pingliang,35.5392,106.6861,293.22,97,97,2.68,CN,1691429957
366,constitucion,-35.3333,-72.4167,288.23,66,98,3.13,CL,1691429992
367,tshabong,-26.05,22.45,288.63,20,0,2.67,BW,1691429730
368,san rafael,-34.6177,-68.3301,288.53,23,45,4.96,AR,1691429993
369,nuku'alofa,-21.1333,-175.2,294.34,94,75,6.69,TO,1691429993
370,wailua homesteads,22.0669,-159.378,299.59,89,100,5.66,US,1691429994
371,mairang,25.5667,91.6333,289.49,97,99,1.34,IN,1691429994
372,barcelos,41.5388,-8.6151,312.55,30,0,2.79,PT,1691429994
373,taoudenni,22.6783,-3.9836,318.97,9,1,5.11,ML,1691429995
374,kirtland,36.7342,-108.3598,305.48,16,0,2.57,US,1691429995
375,luza,60.6308,47.2512,290.97,75,54,2.19,RU,1691429996
376,road town,18.4167,-64.6167,306.2,70,40,5.66,VG,1691429996
377,zavoronezhskoye,52.8801,40.5526,297.77,56,0,6.66,RU,1691429997
378,franklin,39.9667,-83.0166,299.44,85,100,4.63,US,1691429997
379,ust'-ilimsk,58.0006,102.6619,285.33,95,81,0.74,RU,1691429998
380,luderitz,-26.6481,15.1594,285.66,90,3,5.66,NA,1691429998
381,mejit,10.2753,170.8646,301.43,76,100,7.94,MH,1691429999
382,mhamid,29.82,-5.72,317.28,7,99,1.78,MA,1691429999
383,kangding,30.0513,101.9603,289.0,96,98,0.31,CN,1691429999
384,raseiniai,55.3736,23.1217,287.06,92,100,5.74,LT,1691430000
385,urucara,-2.5364,-57.76,312.54,23,86,2.75,BR,1691430001
386,dandeli,15.2667,74.6167,295.33,92,100,2.11,IN,1691430001
387,dudinka,69.4058,86.1778,290.72,49,28,2.62,RU,1691430002
388,saint-francois,46.4154,3.9054,293.84,40,0,1.54,FR,1691430003
389,strathalbyn,-35.2667,138.9,282.65,96,42,1.86,AU,1691430004
390,kulunda,52.566,78.9385,291.35,45,0,3.24,RU,1691430005
391,floro,61.5996,5.0328,285.19,76,75,10.8,NO,1691430006
392,camana,-16.6228,-72.7111,294.89,67,8,4.17,PE,1691430006
393,torres,-29.3353,-49.7269,292.52,87,78,5.07,BR,1691430007
394,grand-bassam,5.2118,-3.7388,299.13,84,68,3.73,CI,1691430008
395,villa dolores,-31.9459,-65.1896,294.12,18,0,5.89,AR,1691430009
396,makhambet,47.6667,51.5833,303.72,24,0,3.99,KZ,1691430009
397,santa elena de uairen,4.6167,-61.1333,301.74,49,33,5.06,VE,1691430010
398,teyateyaneng,-29.1472,27.7489,283.49,30,0,2.53,LS,1691430010
399,yekaterinburg,56.8575,60.6125,290.92,94,40,1.0,RU,1691429937
400,novo aripuana,-5.1206,-60.3797,310.3,29,87,1.8,BR,1691430011
401,crane,31.3974,-102.3501,311.1,19,8,8.14,US,1691430012
402,kasongo-lunda,-6.4667,16.8167,301.74,25,60,0.61,CD,1691430012
403,banes,20.9625,-75.7186,305.94,63,35,6.49,CU,1691430013
404,nahiyat al fuhud,30.9697,46.7228,313.28,13,0,7.29,IQ,1691430013
405,flying fish cove,-10.4217,105.6791,297.97,88,100,4.63,CX,1691430014
406,khor,47.8861,134.9464,288.92,67,87,2.06,RU,1691430014
407,hailun,47.45,126.9333,289.28,96,100,2.92,CN,1691430015
408,verdal,63.7933,11.4817,287.17,98,100,0.97,NO,1691430015
409,kota kinabalu,5.9749,116.0724,299.14,89,20,2.57,MY,1691430016
410,broome,42.2506,-75.833,299.2,87,75,4.12,US,1691430016
411,'ain deheb,34.8422,1.547,307.03,12,0,4.58,DZ,1691430017
412,timbuktu,16.7735,-3.0074,311.63,23,4,3.58,ML,1691430017
413,keetmanshoop,-26.5833,18.1333,296.66,15,0,1.54,NA,1691430018
414,tulum,20.2167,-87.4667,306.84,52,13,3.38,MX,1691430018
415,creston,41.0586,-94.3614,300.21,94,40,3.6,US,1691430019
416,ingersoll,43.0334,-80.883,295.49,83,100,6.34,CA,1691430020
417,goondiwindi,-28.55,150.3167,283.51,87,28,3.44,AU,1691430020
418,labrador city,52.9463,-66.9114,293.1,52,40,3.09,CA,1691430010
419,neryungri,56.6709,124.6491,289.64,67,97,1.25,RU,1691430021
420,piacabucu,-10.4056,-36.4344,298.53,75,40,5.55,BR,1691430021
421,ubari,26.5921,12.7805,310.76,13,0,5.9,LY,1691430022
422,tsiombe,-25.3,45.4833,293.06,77,0,3.06,MG,1691430022
423,quesnel,52.9999,-122.5029,293.43,64,20,0.0,CA,1691430023
424,bayanhongor,46.7167,100.1167,285.62,54,68,2.13,MN,1691430023
425,shuangjiang,26.1547,109.7138,296.05,94,8,1.06,CN,1691430024
426,naze,28.3667,129.4833,297.66,92,100,17.8,JP,1691430024
427,verkhniy mamon,50.1635,40.3832,301.59,38,6,4.94,RU,1691430025
428,arkhara,49.4212,130.0842,287.44,72,63,2.5,RU,1691430025
429,choyr,46.3611,108.3611,288.43,86,9,4.81,MN,1691430026
430,porto velho,-8.7619,-63.9039,310.18,39,20,0.0,BR,1691429882
431,riosucio,5.4216,-75.7032,296.22,53,87,0.67,CO,1691430026
432,kapuskasing,49.4169,-82.4331,295.2,83,100,1.54,CA,1691430027
433,vidyayevo,69.3191,32.8049,290.79,70,51,4.55,RU,1691430027
434,kailua-kona,19.6406,-155.9956,301.81,72,0,3.09,US,1691429808
435,caala,-12.8525,15.5606,291.78,23,0,0.68,AO,1691430029
436,celestun,20.8667,-90.4,301.6,79,1,5.9,MX,1691430029
437,nova vicosa,-17.8919,-39.3719,297.74,72,81,4.92,BR,1691430030
438,fundulea,44.4667,26.5167,300.53,36,1,3.55,RO,1691430030
439,fujin,47.26,132.0322,290.94,94,89,1.54,CN,1691430031
440,deming,32.2687,-107.7586,307.09,20,0,0.0,US,1691430031
441,tolanaro,-25.0319,46.9987,294.19,78,75,8.23,MG,1691430032
442,keminmaa,65.8596,24.8228,298.02,69,0,6.17,FI,1691430032
443,gaalkacyo,6.7697,47.4308,302.82,43,100,9.74,SO,1691430033
444,bazarnyye mataki,54.8833,49.9333,293.98,59,0,3.38,RU,1691430033
445,juan griego,11.0817,-63.9655,305.22,66,22,6.69,VE,1691430034
446,mettur,11.8,77.8,301.06,65,100,0.92,IN,1691429874
447,mccomb,31.2438,-90.4531,309.27,52,75,0.45,US,1691430034
448,el fahs,36.3742,9.9065,298.28,46,0,7.88,TN,1691430035
449,suomussalmi,64.8869,28.9078,295.09,78,12,6.12,FI,1691430035
450,ystad,55.4297,13.8204,288.56,91,100,13.78,SE,1691430036
451,alofi,-19.0595,-169.9187,296.09,94,100,4.63,NU,1691430036
452,jinghong,21.991,100.7341,296.35,99,100,1.34,CN,1691430037
453,satka,55.0425,59.04,292.26,93,40,0.92,RU,1691430038
454,motueka,-41.1333,173.0167,279.55,75,86,1.48,NZ,1691430038
455,santa barbara,34.7333,-120.0343,305.56,50,0,2.06,US,1691430039
456,topolobampo,25.6,-109.05,306.1,52,0,6.69,MX,1691430039
457,saint david's,12.0333,-61.6667,303.84,79,20,5.14,GD,1691430040
458,coquimbo,-29.9533,-71.3436,289.0,77,75,4.63,CL,1691430040
459,dunda,-8.1167,34.25,292.57,51,58,3.23,TZ,1691430040
460,polyarnyy,69.1989,33.4478,290.2,69,67,5.9,RU,1691430041
461,batu gajah,4.4692,101.0411,300.01,94,40,2.57,MY,1691430041
462,lisieux,49.1667,0.1667,292.68,80,84,2.82,FR,1691430042
463,chebba,35.2372,11.115,300.92,56,0,6.14,TN,1691430042
464,tabanan,-8.5413,115.1252,297.4,84,72,1.92,ID,1691430043
465,corozal,9.3151,-75.2928,304.32,71,100,2.73,CO,1691430043
466,surin,14.8818,103.4936,300.88,99,100,3.77,TH,1691430044
467,xianyang,34.3378,108.7026,297.73,88,100,1.0,CN,1691430044
468,salekhard,66.53,66.6019,290.9,87,9,4.1,RU,1691430044
469,freetown,8.484,-13.2299,298.5,88,100,4.14,SL,1691430045
470,puerto madryn,-42.7692,-65.0385,285.51,41,9,10.82,AR,1691429862
471,namibe,-15.1961,12.1522,291.15,86,6,1.61,AO,1691429946
472,al kharijah,25.4514,30.5464,310.39,10,4,4.22,EG,1691430046
473,shimoda,34.6667,138.95,298.21,85,92,4.29,JP,1691430046
474,sharkawshchyna,55.3713,27.4706,291.88,92,100,6.51,BY,1691430047
475,hernando,28.5419,-82.4582,308.73,62,20,5.14,US,1691430047
476,akrehamn,59.2667,5.1833,286.29,82,75,14.4,NO,1691430049
477,mezhdurechensk,53.6942,88.0603,284.64,88,0,1.07,RU,1691430049
478,siwa oasis,29.2041,25.5195,308.56,28,0,4.85,EG,1691430050
479,olenegorsk,68.15,33.3,289.67,70,28,2.13,RU,1691430050
480,serdar,38.9764,56.2757,307.06,19,20,2.53,TM,1691430050
481,puma,-5.0,34.7333,291.22,55,52,5.79,TZ,1691430051
482,oltinko'l,40.8011,72.1634,297.01,52,62,1.75,UZ,1691430052
483,leava,-14.3,-178.1667,299.93,78,80,1.06,WF,1691430052
484,krompachy,48.9145,20.8751,288.77,92,87,0.68,SK,1691430053
485,chinde,26.8418,88.0763,292.38,97,100,0.96,NP,1691430053
486,dattapur,20.7667,78.1667,298.8,78,98,5.8,IN,1691430053
487,karukh,34.4811,62.5863,296.82,29,0,7.27,AF,1691430054
488,thala,35.5724,8.6703,298.28,36,0,6.83,TN,1691430054
489,hood river,45.7054,-121.5215,299.78,65,0,5.36,US,1691429769
490,nar'yan-mar,67.6713,53.087,281.83,86,8,5.06,RU,1691430055
491,keningau,5.3378,116.1602,295.1,97,71,0.15,MY,1691430055
492,san juan de uraba,8.7592,-76.5297,302.76,81,100,3.29,CO,1691430056
493,yanchep,-31.55,115.6833,292.22,87,85,4.17,AU,1691430056
494,cururupu,-1.8283,-44.8683,303.44,62,70,3.09,BR,1691429911
495,paita,-5.0892,-81.1144,297.53,67,21,5.6,PE,1691430057
496,sisimiut,66.9395,-53.6735,282.8,63,17,2.29,GL,1691430058
497,haiku-pauwela,20.9219,-156.3051,299.4,80,20,8.23,US,1691430058
498,derzhavinsk,51.1,66.3167,294.76,70,87,2.79,KZ,1691430059
499,port saint john's,-31.6229,29.5448,292.56,80,40,4.05,ZA,1691430059
500,tromso,69.6496,18.957,284.16,87,75,6.17,NO,1691430060
501,metlili chaamba,32.2667,3.6333,311.67,10,0,2.06,DZ,1691430060
502,kaa-khem,51.6833,94.7333,291.28,77,100,0.22,RU,1691430061
503,laguna,38.421,-121.4238,309.14,38,0,2.57,US,1691430061
504,golfito,8.639,-83.166,300.25,87,99,1.52,CR,1691430063
505,hobyo,5.3505,48.5268,298.29,81,77,12.71,SO,1691430063
506,kristiansund,63.1115,7.732,285.18,93,75,2.57,NO,1691430064
507,jais,26.25,81.5333,301.04,72,100,5.55,IN,1691430064
508,adam,22.3756,57.5233,307.9,36,78,4.39,OM,1691430065
509,prince rupert,54.3161,-130.3201,289.2,100,100,4.63,CA,1691429969
510,borgomanero,45.7024,8.4581,299.2,63,1,1.5,IT,1691430067
511,lana,46.6124,11.1559,296.83,56,51,2.53,IT,1691430067
512,sao vicente,-23.9631,-46.3919,309.13,25,0,3.6,BR,1691430051
513,fengxiang,47.5833,130.8333,289.04,96,97,3.31,CN,1691430068
514,prado,-17.3411,-39.2208,297.88,71,82,4.65,BR,1691429814
515,srivardhan,18.0333,73.0167,299.93,83,81,3.71,IN,1691430069
516,port lincoln,-34.7333,135.8667,283.77,75,1,3.79,AU,1691430069
517,kachug,53.9606,105.8817,287.19,94,61,0.92,RU,1691430070
518,monte patria,-30.6919,-70.9467,295.45,35,97,1.94,CL,1691430070
519,kavieng,-2.5744,150.7967,299.78,74,98,0.79,PG,1691430071
520,praia da vitoria,38.7333,-27.0667,299.13,83,20,2.56,PT,1691430071
521,esmeraldas,-19.7625,-44.3139,301.73,18,0,2.33,BR,1691429854
522,machali,-34.1833,-70.6667,292.44,59,75,1.02,CL,1691430072
523,rio gallegos,-51.6226,-69.2181,276.18,52,0,2.57,AR,1691430073
524,vrangel',42.7297,133.0839,291.17,81,97,2.84,RU,1691430073
525,baruun-urt,46.6806,113.2792,285.89,95,31,3.26,MN,1691430074
526,pimentel,-6.8367,-79.9342,296.31,73,75,3.6,PE,1691430074
527,kolonia,50.9333,6.95,292.57,63,40,5.14,DE,1691430075
528,fougamou,-1.2154,10.5838,302.0,48,74,1.77,GA,1691430075
529,uribia,11.7139,-72.266,308.55,42,49,8.76,CO,1691430075
530,vila-real,39.9333,-0.1,301.46,73,35,4.64,ES,1691430076
531,badiyah,22.45,58.8,307.09,39,51,4.42,OM,1691430077
532,galesong,-5.3166,119.3661,295.16,77,7,3.46,ID,1691430077
533,eraan,9.0629,117.7016,299.26,85,1,3.08,PH,1691430078
534,saint-joseph,-21.3667,55.6167,292.86,79,76,6.94,RE,1691430078
535,madison,34.7334,-86.5667,304.88,81,100,9.77,US,1691429951
536,bousso,10.4795,16.7117,298.68,77,94,2.12,TD,1691430079
537,mizusawa,39.1333,141.1333,297.33,98,99,1.92,JP,1691430080
538,aykhal,66.0,111.5,288.25,46,100,2.0,RU,1691430080
539,kabare,-2.4683,28.8242,291.67,64,55,0.97,CD,1691430080
540,beroroha,-21.6667,45.1667,294.58,46,24,0.82,MG,1691430081
541,narrabri,-30.3167,149.7833,281.22,83,1,0.89,AU,1691430081
542,vorkuta,67.5,64.0,285.98,88,56,4.69,RU,1691430082
543,guiuan,11.0333,125.7247,302.22,75,29,7.27,PH,1691430082
544,sirte,31.2089,16.5887,300.33,60,0,6.31,LY,1691430083
545,mitsamiouli,-11.3847,43.2844,298.22,77,33,3.2,KM,1691430083
546,richards bay,-28.783,32.0377,291.15,91,2,1.68,ZA,1691430084
547,turaif,31.6725,38.6637,307.29,7,0,3.6,SA,1691430084
548,cill airne,52.05,-9.5167,289.18,77,40,4.63,IE,1691430085
549,coro,11.4045,-69.6734,306.41,58,22,10.19,VE,1691430058
550,lompoc,34.6391,-120.4579,303.16,73,20,1.54,US,1691430086
551,saint-pierre,-21.3393,55.4781,293.47,83,40,9.26,RE,1691430086
552,nema,57.5067,50.5011,292.01,76,49,2.93,RU,1691430086
553,whangarei,-35.7317,174.3239,279.76,96,48,1.57,NZ,1691430087
554,mikhaylovskoye,51.8239,79.7172,291.55,44,5,2.86,RU,1691430088
555,jinzhou,41.1078,121.1417,293.91,83,91,1.42,CN,1691430089
556,weno,7.4515,151.8468,302.12,84,100,3.6,FM,1691430089
557,palmas de monte alto,-14.2672,-43.1619,306.78,20,1,0.91,BR,1691430089
558,buenavista tomatlan,19.2,-102.6,305.86,46,51,1.57,MX,1691430090
559,as sulayyil,20.4607,45.5779,312.29,11,39,4.41,SA,1691430090
560,newport,51.5877,-2.9984,292.08,70,98,5.49,GB,1691430091
561,boca do acre,-8.7522,-67.3978,312.84,25,21,1.01,BR,1691430091
562,saldanha,-33.0117,17.9442,286.18,86,0,4.2,ZA,1691430092
563,bandarbeyla,9.4942,50.8122,298.08,77,28,13.84,SO,1691430093
564,la ronge,55.1001,-105.2842,292.27,55,40,4.12,CA,1691430093
565,kenai,60.5544,-151.2583,288.23,98,100,2.06,US,1691430094
566,kibre mengist,5.8833,38.9833,289.66,73,79,0.85,ET,1691430094
567,sokoni,-6.4333,39.55,297.59,82,0,5.84,TZ,1691430094
568,liman,48.9884,37.8023,299.58,42,28,2.5,UA,1691430095
569,las trojes,14.0667,-85.9833,300.18,63,100,3.34,HN,1691430095
570,anar darah,32.7587,61.654,303.86,18,0,14.97,AF,1691430096
571,madinat ash shamal,26.1293,51.2009,307.66,58,0,4.25,QA,1691430096
572,el granada,37.5027,-122.4694,305.3,68,0,3.09,US,1691430097
573,funafuti,-8.5243,179.1942,302.15,84,75,1.03,TV,1691429923
574,north bend,43.4065,-124.2243,296.63,78,75,4.63,US,1691429814
575,taulaga,-11.0553,-171.0883,300.45,75,7,5.7,AS,1691430098
576,pingnan,23.5543,110.3976,299.11,91,73,1.35,CN,1691430098
577,thetford-mines,46.0937,-71.3054,294.21,75,100,2.14,CA,1691430099
578,labuan,5.2767,115.2417,298.35,88,20,0.0,MY,1691430099
579,albufeira,37.0882,-8.2503,300.06,78,41,3.64,PT,1691430100
580,tailai,46.3833,123.4,291.08,85,85,2.29,CN,1691430100
581,moroni,-11.7022,43.2551,297.99,78,43,0.28,KM,1691430006
582,vernon,50.2581,-119.2691,299.98,44,56,0.89,CA,1691430014
583,mirpur sakro,24.5474,67.6277,301.05,78,72,9.96,PK,1691430101
584,ancud,-41.8697,-73.8203,284.02,66,99,2.17,CL,1691430102
585,zhelezinka,53.54,75.3072,294.15,38,35,2.67,KZ,1691430102
586,wynyard,-41.0,145.7167,280.23,83,16,2.52,AU,1691430103
587,sao bento do sul,-26.2503,-49.3786,299.39,53,15,2.03,BR,1691430103
588,macapa,0.0389,-51.0664,306.14,62,40,4.12,BR,1691430037
589,al hufuf,25.3646,49.5653,312.34,6,0,1.54,SA,1691430104
590,chul'man,56.8479,124.9104,288.64,66,79,1.01,RU,1691430104
591,sault ste. marie,46.5168,-84.3333,298.46,52,0,4.12,CA,1691430009
592,pauini,-7.7136,-66.9764,311.9,25,15,1.79,BR,1691430105
593,bamboo flat,11.7,92.7167,301.2,83,40,4.63,IN,1691430106
594,hurghada,27.2574,33.8129,304.87,32,0,0.81,EG,1691430106
595,ar raqqah,35.95,39.0167,306.8,33,0,8.98,SY,1691430106
